id,split,image,gt_time_hhmm,gt_time_minutes,gt_time_hhmmss,gt_time_seconds_total,gt_seconds,pred_time_hhmm,pred_time_minutes,pred_time_hhmmss,pred_time_seconds_total,parsed_ok,is_exact,tol_1,tol_5,abs_err_minutes,hour_correct,minute_correct,second_correct,raw_output,latency_sec,error,run_id,vote_support,num_runs
rege_ood_clean_blender_000269,clean,images/sample_00269.png,10:51,651,10:51:55,39115,55,10:56,656,10:56:57,39417,True,False,False,True,5,True,False,False,10:56:57,0.5405416488647461,,1,4,5
rege_ood_clean_blender_000270,clean,images/sample_00270.png,10:30,630,10:30:48,37848,48,10:30,630,10:30:46,37846,True,True,True,True,0,True,True,False,10:30:46,0.5341417789459229,,1,2,5
rege_ood_clean_blender_000271,clean,images/sample_00271.png,12:56,56,,,,12:55,55,12:55:00,3300,True,False,True,True,1,True,False,,01:05:33,0.5312628746032715,,1,4,5
rege_ood_clean_blender_000272,clean,images/sample_00272.png,06:03,363,,,,05:56,356,05:56:02,21362,True,False,False,False,7,False,False,,05:56:02,0.5248622894287109,,1,4,5
rege_ood_clean_blender_000273,clean,images/sample_00273.png,08:13,493,,,,08:12,492,08:12:00,29520,True,False,True,True,1,True,False,,08:12:00,0.40950679779052734,,1,4,5
rege_ood_clean_blender_000274,clean,images/sample_00274.png,07:24,444,07:24:44,26684,44,06:43,403,06:43:46,24226,True,False,False,False,41,False,False,False,The time shown on the analog clock is 06:43:46,0.624147891998291,,1,2,5
rege_ood_clean_blender_000275,clean,images/sample_00275.png,10:30,630,,,,12:35,35,12:35:46,2146,True,False,False,False,125,False,False,,12:35:46,0.5481083393096924,,1,4,5
rege_ood_clean_blender_000276,clean,images/sample_00276.png,11:47,707,11:47:55,42475,55,11:46,706,11:46:55,42415,True,False,True,True,1,True,False,True,11:46:55,0.5445337295532227,,1,2,5
rege_ood_clean_blender_000277,clean,images/sample_00277.png,06:11,371,06:11:24,22284,24,05:09,309,05:09:25,18565,True,False,False,False,62,False,False,False,05:10:25,0.5288431644439697,,1,1,5
rege_ood_clean_blender_000278,clean,images/sample_00278.png,09:24,564,09:24:18,33858,18,09:23,563,09:23:17,33797,True,False,True,True,1,True,False,False,09:23:17,0.5316009521484375,,1,5,5
rege_ood_clean_blender_000279,clean,images/sample_00279.png,02:54,174,,,,01:51,111,01:51:59,6719,True,False,False,False,63,False,False,,12:51:58,0.5400640964508057,,1,1,5
rege_ood_clean_blender_000280,clean,images/sample_00280.png,03:59,239,,,,03:59,239,03:59:00,14340,True,True,True,True,0,True,True,,03:59:00,0.4998743534088135,,1,2,5
rege_ood_clean_blender_000281,clean,images/sample_00281.png,11:34,694,11:34:29,41669,29,12:34,34,12:34:28,2068,True,False,False,False,60,False,True,False,12:29:28,0.5370197296142578,,1,3,5
rege_ood_clean_blender_000282,clean,images/sample_00282.png,12:48,48,,,,12:44,44,,,True,False,False,True,4,True,False,,00:43:00,0.5281448364257812,,1,2,5
rege_ood_clean_blender_000283,clean,images/sample_00283.png,07:50,470,07:50:48,28248,48,07:48,468,07:48:50,28130,True,False,False,True,2,True,False,False,The exact time shown on this analog clock is 07:48:50.,0.8591773509979248,,1,1,5
rege_ood_clean_blender_000284,clean,images/sample_00284.png,01:11,71,,,,01:12,72,01:12:01,4321,True,False,True,True,1,True,False,,1:12:01,0.5121409893035889,,1,2,5
rege_ood_clean_blender_000285,clean,images/sample_00285.png,06:47,407,06:47:07,24427,7,06:47,407,06:47:06,24426,True,True,True,True,0,True,True,False,The exact time shown on the analog clock is 6:47:06.,0.7000224590301514,,1,3,5
rege_ood_clean_blender_000286,clean,images/sample_00286.png,12:15,15,12:15:14,914,14,12:13,13,12:13:13,793,True,False,False,True,2,True,False,False,12:13:13,0.528491735458374,,1,5,5
rege_ood_clean_blender_000287,clean,images/sample_00287.png,11:27,687,11:27:39,41259,39,05:37,10,12:10:15,615,True,False,False,False,43,False,False,False,"To determine the exact time shown on this analog clock, I'll need to carefully analyze the positions of the hour, minute, and second hands:

1. Hour hand: Just past the 11
2. Minute hand: Between the 5 and 6
3. Second hand: Between the 4 and 5

Based on these positions:

- The hour is 11
- The minute is 26 (between 5 and 6)
- The second is 22 (between 4 and 5)

Therefore, the exact time shown on this analog clock is:

11:26:22",3.488049268722534,,1,1,5
rege_ood_clean_blender_000288,clean,images/sample_00288.png,08:25,505,,,,08:26,506,08:26:00,30360,True,False,True,True,1,True,False,,20:25:25,0.4550769329071045,,1,2,5
rege_ood_clean_blender_000289,clean,images/sample_00289.png,12:47,47,,,,12:51,51,12:51:03,3063,True,False,False,True,4,True,False,,01:52:00,0.5236339569091797,,1,3,5
rege_ood_clean_blender_000290,clean,images/sample_00290.png,07:41,461,07:41:15,27675,15,07:40,460,07:40:14,27614,True,False,True,True,1,True,False,False,The time shown on the analog clock is 07:40:14,0.7936606407165527,,1,3,5
rege_ood_clean_blender_000291,clean,images/sample_00291.png,10:58,658,,,,11:00,660,11:00:00,39600,True,False,False,True,2,False,False,,11:00:00,0.4128899574279785,,1,4,5
rege_ood_clean_blender_000292,clean,images/sample_00292.png,12:32,32,,,,12:32,32,12:32:16,1936,True,True,True,True,0,True,True,,07:32:32,0.5237665176391602,,1,2,5
rege_ood_clean_blender_000293,clean,images/sample_00293.png,10:11,611,,,,10:10,610,10:10:00,36600,True,False,True,True,1,True,False,,10:10:00,0.5332598686218262,,1,3,5
rege_ood_clean_blender_000294,clean,images/sample_00294.png,03:36,216,,,,03:37,217,03:37:37,13057,True,False,True,True,1,True,False,,04:36:42,0.5279951095581055,,1,2,5
rege_ood_clean_blender_000295,clean,images/sample_00295.png,12:07,7,12:07:38,458,38,12:06,6,12:06:36,396,True,False,True,True,1,True,False,False,12:06:36,0.5284585952758789,,1,3,5
rege_ood_clean_blender_000296,clean,images/sample_00296.png,11:41,701,,,,11:42,0,,,True,False,False,False,19,False,False,,12:51:43,0.528327465057373,,1,1,5
rege_ood_clean_blender_000297,clean,images/sample_00297.png,10:00,600,,,,10:02,602,10:02:02,36122,True,False,False,True,2,True,False,,10:02:02,0.5401036739349365,,1,5,5
rege_ood_clean_blender_000298,clean,images/sample_00298.png,04:33,273,,,,04:33,273,04:33:33,16413,True,True,True,True,0,True,True,,The exact time shown on the analog clock is 04:33:33.,0.7308099269866943,,1,4,5
rege_ood_clean_blender_000299,clean,images/sample_00299.png,12:37,37,,,,12:36,36,12:36:36,2196,True,False,True,True,1,True,False,,12:36:36,0.5106790065765381,,1,2,5
rege_ood_clean_blender_000300,clean,images/sample_00300.png,09:41,581,09:41:29,34889,29,10:47,647,10:47:32,38852,True,False,False,False,66,False,False,False,The exact time shown on this analog clock is 10:46:31,0.7843248844146729,,1,3,5
rege_ood_clean_blender_000301,clean,images/sample_00301.png,03:58,238,,,,03:57,237,03:57:29,14249,True,False,True,True,1,True,False,,03:57:29,0.5374584197998047,,1,4,5
rege_ood_clean_blender_000302,clean,images/sample_00302.png,06:38,398,,,,06:38,398,06:38:38,23918,True,True,True,True,0,True,True,,The time shown on the analog clock is 06:39:39,0.701122522354126,,1,3,5
rege_ood_clean_blender_000303,clean,images/sample_00303.png,01:24,84,,,,01:22,82,01:22:52,4972,True,False,False,True,2,True,False,,01:22:52,0.5267941951751709,,1,2,5
rege_ood_clean_blender_000304,clean,images/sample_00304.png,01:30,90,,,,01:31,91,01:31:31,5491,True,False,True,True,1,True,False,,1:31:31,0.4756608009338379,,1,4,5
rege_ood_clean_blender_000305,clean,images/sample_00305.png,03:17,197,03:17:46,11866,46,03:13,193,03:13:44,11624,True,False,False,True,4,True,False,False,10:44:14,0.5064921379089355,,1,1,5
rege_ood_clean_blender_000306,clean,images/sample_00306.png,07:06,426,,,,01:01,122,,,True,False,False,False,304,False,False,,The exact time shown on this analog clock is 11:03:04.,0.7404744625091553,,1,1,5
rege_ood_clean_blender_000307,clean,images/sample_00307.png,03:13,193,03:13:01,11581,1,03:12,192,03:12:01,11521,True,False,True,True,1,True,False,True,03:12:01,0.5322127342224121,,1,4,5
rege_ood_clean_blender_000308,clean,images/sample_00308.png,01:49,109,01:49:04,6544,4,01:49,109,01:49:03,6543,True,True,True,True,0,True,True,False,The exact time shown on this analog clock is 1:49:03.,0.7257416248321533,,1,3,5
rege_ood_clean_blender_000309,clean,images/sample_00309.png,01:26,86,,,,01:26,86,01:26:15,5175,True,True,True,True,0,True,True,,1:26:15,0.5152268409729004,,1,4,5
rege_ood_clean_blender_000310,clean,images/sample_00310.png,11:01,661,,,,10:59,659,10:59:56,39596,True,False,False,True,2,False,False,,10:59:56,0.5566861629486084,,1,4,5
rege_ood_clean_blender_000311,clean,images/sample_00311.png,04:07,247,04:07:09,14829,9,04:07,247,04:07:08,14828,True,True,True,True,0,True,True,False,04:06:09,0.3970069885253906,,1,3,5
rege_ood_clean_blender_000312,clean,images/sample_00312.png,06:43,403,,,,06:45,405,06:45:45,24345,True,False,False,True,2,True,False,,06:44:45,0.5247080326080322,,1,4,5
rege_ood_clean_blender_000313,clean,images/sample_00313.png,12:30,30,12:30:55,1855,55,12:29,29,12:29:55,1795,True,False,True,True,1,True,False,True,12:29:55,0.53389573097229,,1,3,5
rege_ood_clean_blender_000314,clean,images/sample_00314.png,02:54,174,02:54:17,10457,17,12:53,53,12:53:16,3196,True,False,False,False,121,False,False,False,11:53:17,0.545403003692627,,1,2,5
rege_ood_clean_blender_000315,clean,images/sample_00315.png,12:35,35,,,,01:03,214,,,True,False,False,False,179,False,False,,The exact time shown on this analog clock is 00:30:04.,0.8612060546875,,1,1,5
rege_ood_clean_blender_000316,clean,images/sample_00316.png,04:59,299,,,,05:00,300,05:00:00,18000,True,False,True,True,1,False,False,,05:00:00,0.41127920150756836,,1,4,5
rege_ood_clean_blender_000317,clean,images/sample_00317.png,08:03,483,,,,08:03,483,08:03:03,28983,True,True,True,True,0,True,True,,08:03:03,0.5285215377807617,,1,5,5
rege_ood_clean_blender_000318,clean,images/sample_00318.png,07:29,449,,,,07:25,445,07:25:26,26726,True,False,False,True,4,True,False,,07:26:26,0.5322773456573486,,1,2,5
rege_ood_clean_blender_000319,clean,images/sample_00319.png,05:10,310,05:10:01,18601,1,05:08,308,05:08:00,18480,True,False,False,True,2,True,False,False,12:59:00,0.5274169445037842,,1,2,5
rege_ood_clean_blender_000320,clean,images/sample_00320.png,07:15,435,,,,08:19,499,08:19:20,29960,True,False,False,False,64,False,False,,08:20:20,0.5335052013397217,,1,2,5
rege_ood_clean_blender_000321,clean,images/sample_00321.png,08:38,518,08:38:18,31098,18,08:37,517,08:37:16,31036,True,False,True,True,1,True,False,False,"The time shown on the analog clock is 8:37:16.

To determine this, I needed to carefully examine the positions of the clock hands:

- The hour hand is slightly past the 8, indicating it's between 8 and 9 o'clock.
- The minute hand is pointing just past the 7, which represents 37 minutes past the hour.
- The second hand is positioned between the 3 and 4, specifically at the 16-second mark.

Combining these observations, we can conclude that the exact time displayed on the clock is 8:37:16.",3.4309933185577393,,1,5,5
rege_ood_clean_blender_000322,clean,images/sample_00322.png,09:40,580,,,,09:37,577,09:37:30,34650,True,False,False,True,3,True,False,,The exact time shown on this analog clock is 09:40:00.,0.7839376926422119,,1,2,5
rege_ood_clean_blender_000323,clean,images/sample_00323.png,05:28,328,05:28:14,19694,14,06:15,375,06:15:00,22500,True,False,False,False,47,False,False,False,06:15:00,0.5329239368438721,,1,4,5
rege_ood_clean_blender_000324,clean,images/sample_00324.png,08:29,509,,,,08:29,509,08:29:59,30599,True,True,True,True,0,True,True,,The time shown on the analog clock is 8:29:59.,0.8236329555511475,,1,5,5
rege_ood_clean_blender_000325,clean,images/sample_00325.png,07:50,470,07:50:23,28223,23,07:21,441,07:21:19,26479,True,False,False,False,29,True,False,False,07:21:19,0.5398199558258057,,1,2,5
rege_ood_clean_blender_000326,clean,images/sample_00326.png,10:27,627,,,,10:28,628,10:28:29,37709,True,False,True,True,1,True,False,,10:28:29,0.5396218299865723,,1,5,5
rege_ood_clean_blender_000327,clean,images/sample_00327.png,08:52,532,08:52:52,31972,52,08:51,531,08:51:51,31911,True,False,True,True,1,True,False,False,10:52:50,0.5435552597045898,,1,1,5
rege_ood_clean_blender_000328,clean,images/sample_00328.png,05:20,320,,,,05:19,319,05:19:18,19158,True,False,True,True,1,True,False,,05:20:18,0.5402255058288574,,1,2,5
rege_ood_clean_blender_000329,clean,images/sample_00329.png,03:57,237,,,,02:52,172,02:52:53,10373,True,False,False,False,65,False,False,,2:52:53,0.39360475540161133,,1,2,5
rege_ood_clean_blender_000330,clean,images/sample_00330.png,12:46,46,,,,12:47,47,12:47:48,2868,True,False,True,True,1,True,False,,12:48:00,0.5182113647460938,,1,2,5
rege_ood_clean_blender_000331,clean,images/sample_00331.png,02:50,170,02:50:38,10238,38,02:49,169,02:49:38,10178,True,False,True,True,1,True,False,True,2:49:38,0.49416375160217285,,1,3,5
rege_ood_clean_blender_000332,clean,images/sample_00332.png,11:32,692,,,,12:32,32,12:32:32,1952,True,False,False,False,60,False,True,,00:31:15,0.4997105598449707,,1,3,5
rege_ood_clean_blender_000333,clean,images/sample_00333.png,05:51,351,,,,12:52,52,12:52:39,3159,True,False,False,False,299,False,False,,12:52:39,0.5103349685668945,,1,2,5
rege_ood_clean_blender_000334,clean,images/sample_00334.png,09:09,549,09:09:05,32945,5,02:06,126,02:06:04,7564,True,False,False,False,297,False,False,False,11:07:05,0.5052328109741211,,1,1,5
rege_ood_clean_blender_000335,clean,images/sample_00335.png,12:12,12,,,,12:15,15,12:15:01,901,True,False,False,True,3,True,False,,12:15:01,0.5145614147186279,,1,4,5
rege_ood_clean_blender_000336,clean,images/sample_00336.png,12:09,9,12:09:54,594,54,12:10,10,12:10:55,655,True,False,True,True,1,True,False,False,12:10:55,0.5117800235748291,,1,4,5
rege_ood_clean_blender_000337,clean,images/sample_00337.png,03:39,219,,,,02:35,155,02:35:00,9300,True,False,False,False,64,False,False,,"02:35:00

The image shows an analog clock with the hour hand just past 2, the minute hand at 7 (indicating 35 minutes past the hour), and the second hand at the 12 o'clock position. Therefore, the exact time displayed on this clock is 2:35:00.",1.5411381721496582,,1,4,5
rege_ood_clean_blender_000338,clean,images/sample_00338.png,08:44,524,,,,08:45,525,08:45:45,31545,True,False,True,True,1,True,False,,The exact time shown on the analog clock is 13:43:44.,0.7402327060699463,,1,2,5
rege_ood_clean_blender_000339,clean,images/sample_00339.png,07:13,433,,,,07:12,13,12:13:23,803,True,False,False,False,300,False,True,,07:13:00,0.5433504581451416,,1,1,5
rege_ood_clean_blender_000340,clean,images/sample_00340.png,03:41,221,03:41:41,13301,41,03:39,219,03:39:09,13149,True,False,False,True,2,True,False,False,3:39:09,0.5060350894927979,,1,4,5
rege_ood_clean_blender_000341,clean,images/sample_00341.png,09:20,560,,,,08:16,496,08:16:17,29777,True,False,False,False,64,False,False,,08:16:17,0.5242080688476562,,1,3,5
rege_ood_clean_blender_000342,clean,images/sample_00342.png,09:52,592,09:52:57,35577,57,10:52,652,10:52:56,39176,True,False,False,False,60,False,True,False,The time shown on the analog clock is 09:52:56,0.657463788986206,,1,2,5
rege_ood_clean_blender_000343,clean,images/sample_00343.png,11:22,682,11:22:29,40949,29,12:23,23,12:23:32,1412,True,False,False,False,61,False,False,False,12:23:32,0.4949042797088623,,1,2,5
rege_ood_clean_blender_000344,clean,images/sample_00344.png,08:52,532,,,,07:41,461,07:41:47,27707,True,False,False,False,71,False,False,,07:40:48,0.49517393112182617,,1,2,5
rege_ood_clean_blender_000345,clean,images/sample_00345.png,08:12,492,08:12:11,29531,11,08:13,493,08:13:12,29592,True,False,True,True,1,True,False,False,The time shown on the analog clock is 2:04:09,0.8120582103729248,,1,2,5
rege_ood_clean_blender_000346,clean,images/sample_00346.png,07:09,429,,,,07:07,427,07:07:09,25629,True,False,False,True,2,True,False,,7:07:09,0.53896164894104,,1,2,5
rege_ood_clean_blender_000347,clean,images/sample_00347.png,09:39,579,,,,09:40,580,09:40:40,34840,True,False,True,True,1,True,False,,10:41:41,0.41434335708618164,,1,1,5
rege_ood_clean_blender_000348,clean,images/sample_00348.png,09:33,573,,,,09:33,573,09:33:42,34422,True,True,True,True,0,True,True,,"To answer this question, I need to carefully examine the clock face in the image. The clock appears to be a minimalist design with Roman numerals and white hands against a dark background.

Looking closely at the clock face, I can see that the hour hand is pointing slightly past the VI (6), while the minute hand is just a bit past the VII (7). This indicates it's a little after 6:35.

The second hand is not easily visible in this image, but based on the position of the minute hand, we can estimate it's about 10 seconds past the minute.

Therefore, the time shown on this analog clock is:

06:35:10",3.0203566551208496,,1,4,5
rege_ood_clean_blender_000349,clean,images/sample_00349.png,05:30,330,,,,05:28,328,05:28:28,19708,True,False,False,True,2,True,False,,The time shown on the analog clock is 5:26:27.,0.810692310333252,,1,3,5
rege_ood_clean_blender_000350,clean,images/sample_00350.png,05:39,339,,,,06:34,39,12:39:52,2392,True,False,False,False,300,False,True,,The time shown on the analog clock is 6:40:00.,0.7244257926940918,,1,1,5
rege_ood_clean_blender_000351,clean,images/sample_00351.png,02:29,149,,,,02:30,150,02:30:00,9000,True,False,True,True,1,True,False,,02:30:00,0.4586310386657715,,1,3,5
rege_ood_clean_blender_000352,clean,images/sample_00352.png,04:59,299,,,,05:00,300,05:00:00,18000,True,False,True,True,1,False,False,,05:00:00,0.527031660079956,,1,5,5
rege_ood_clean_blender_000353,clean,images/sample_00353.png,09:24,564,09:24:31,33871,31,09:24,564,09:24:30,33870,True,True,True,True,0,True,True,False,The time shown on the analog clock is 9:24:30.,0.690021276473999,,1,4,5
rege_ood_clean_blender_000354,clean,images/sample_00354.png,08:05,485,08:05:10,29110,10,08:06,486,08:06:11,29171,True,False,True,True,1,True,False,False,The exact time shown on this analog clock is 08:05:11.,0.6045472621917725,,1,4,5
rege_ood_clean_blender_000355,clean,images/sample_00355.png,08:43,523,08:43:15,31395,15,02:15,135,02:15:14,8114,True,False,False,False,332,False,False,False,"To answer this question, I need to carefully examine the clock face in the image. The clock is shown from a diagonal angle, which makes it a bit challenging to read, but I can make out the positions of the hour, minute, and second hands.

The hour hand is pointing just past 8, indicating it's 8:45.
The minute hand is halfway between 8 and 9, which would be 45 minutes.
The second hand is pointing at 3, representing 15 seconds.

Therefore, the exact time shown on this analog clock is:

20:45:15",2.7283685207366943,,1,1,5
rege_ood_clean_blender_000356,clean,images/sample_00356.png,05:07,307,05:07:23,18443,23,05:08,308,05:08:23,18503,True,False,True,True,1,True,False,True,The time shown on the analog clock is 05:09:23.,0.8099484443664551,,1,2,5
rege_ood_clean_blender_000357,clean,images/sample_00357.png,12:52,52,,,,12:52,52,12:52:35,3155,True,True,True,True,0,True,True,,The exact time shown on the analog clock is 12:52:35.,0.8354709148406982,,1,4,5
rege_ood_clean_blender_000358,clean,images/sample_00358.png,12:00,0,12:00:58,58,58,12:01,1,12:01:56,116,True,False,True,True,1,True,False,False,12:01:56,0.49728894233703613,,1,3,5
rege_ood_clean_blender_000359,clean,images/sample_00359.png,07:50,470,,,,07:49,469,07:49:50,28190,True,False,True,True,1,True,False,,The exact time shown on the analog clock is 07:49:50.,0.6953401565551758,,1,4,5
rege_ood_clean_blender_000360,clean,images/sample_00360.png,01:55,115,01:55:54,6954,54,01:56,116,01:56:56,7016,True,False,True,True,1,True,False,False,1:55:56,0.493664026260376,,1,3,5
rege_ood_clean_blender_000361,clean,images/sample_00361.png,11:32,692,11:32:19,41539,19,11:32,692,11:32:17,41537,True,True,True,True,0,True,True,False,11:32:17,0.5079507827758789,,1,4,5
rege_ood_clean_blender_000362,clean,images/sample_00362.png,12:07,7,12:07:32,452,32,12:08,8,12:08:33,513,True,False,True,True,1,True,False,False,12:08:33,0.5097699165344238,,1,4,5
rege_ood_clean_blender_000363,clean,images/sample_00363.png,11:53,713,11:53:47,42827,47,11:52,712,11:52:47,42767,True,False,True,True,1,True,False,True,11:52:47,0.5045223236083984,,1,3,5
rege_ood_clean_blender_000364,clean,images/sample_00364.png,04:02,242,04:02:57,14577,57,12:55,55,12:55:56,3356,True,False,False,False,187,False,False,False,03:56:55,0.5049338340759277,,1,2,5
rege_ood_clean_blender_000365,clean,images/sample_00365.png,10:53,653,,,,10:53,653,10:53:55,39235,True,True,True,True,0,True,True,,10:52:51,0.5070724487304688,,1,4,5
rege_ood_clean_blender_000366,clean,images/sample_00366.png,04:35,275,04:35:07,16507,7,04:32,272,04:32:03,16323,True,False,False,True,3,True,False,False,04:03:34,0.5058376789093018,,1,3,5
rege_ood_clean_blender_000367,clean,images/sample_00367.png,02:06,126,,,,02:05,125,02:05:02,7502,True,False,True,True,1,True,False,,02:06:06,0.5247838497161865,,1,3,5
rege_ood_clean_blender_000368,clean,images/sample_00368.png,09:03,543,,,,09:04,544,09:04:40,32680,True,False,True,True,1,True,False,,09:04:40,0.5057039260864258,,1,3,5
rege_ood_clean_blender_000369,clean,images/sample_00369.png,04:02,242,04:02:16,14536,16,12:16,16,12:16:01,961,True,False,False,False,226,False,False,False,12:16:01,0.3790884017944336,,1,2,5
rege_ood_clean_blender_000370,clean,images/sample_00370.png,05:59,359,,,,12:01,1,12:01:00,60,True,False,False,False,358,False,False,,12:01:00,0.5032799243927002,,1,2,5
rege_ood_clean_blender_000371,clean,images/sample_00371.png,11:03,663,11:03:52,39832,52,09:54,594,09:54:50,35690,True,False,False,False,69,False,False,False,10:03:51,0.392925500869751,,1,1,5
rege_ood_clean_blender_000372,clean,images/sample_00372.png,10:46,646,10:46:16,38776,16,10:43,643,10:43:12,38592,True,False,False,True,3,True,False,False,10:42:12,0.45742321014404297,,1,3,5
rege_ood_clean_blender_000373,clean,images/sample_00373.png,03:04,184,,,,03:03,183,03:03:02,10982,True,False,True,True,1,True,False,,03:03:02,0.49022746086120605,,1,4,5
rege_ood_clean_blender_000374,clean,images/sample_00374.png,10:13,613,10:13:15,36795,15,10:13,613,10:13:14,36794,True,True,True,True,0,True,True,False,10:14:14,0.5085165500640869,,1,4,5
rege_ood_clean_blender_000375,clean,images/sample_00375.png,10:38,638,,,,10:38,638,10:38:39,38319,True,True,True,True,0,True,True,,10:38:39,0.3784525394439697,,1,4,5
rege_ood_clean_blender_000376,clean,images/sample_00376.png,08:08,488,,,,10:07,607,10:07:07,36427,True,False,False,False,119,False,False,,08:07:08,0.3783457279205322,,1,2,5
rege_ood_clean_blender_000377,clean,images/sample_00377.png,12:53,53,12:53:27,3207,27,12:53,53,12:53:26,3206,True,True,True,True,0,True,True,False,12:53:26,0.39903974533081055,,1,2,5
rege_ood_clean_blender_000378,clean,images/sample_00378.png,03:18,198,03:18:19,11899,19,03:17,197,03:17:19,11839,True,False,True,True,1,True,False,True,The exact time shown on the analog clock is 3:17:19.,0.5522375106811523,,1,1,5
rege_ood_clean_blender_000379,clean,images/sample_00379.png,03:43,223,,,,03:43,223,03:43:00,13380,True,True,True,True,0,True,True,,10:43:43,0.4540119171142578,,1,3,5
rege_ood_clean_blender_000380,clean,images/sample_00380.png,09:10,550,09:10:44,33044,44,09:10,550,09:10:43,33043,True,True,True,True,0,True,True,False,The time shown on the analog clock in HH:MM:SS format is 09:10:43.,0.9220240116119385,,1,3,5
rege_ood_clean_blender_000381,clean,images/sample_00381.png,11:25,685,11:25:25,41125,25,10:19,619,10:19:20,37160,True,False,False,False,66,False,False,False,10:20:19,0.37696146965026855,,1,2,5
rege_ood_clean_blender_000382,clean,images/sample_00382.png,12:58,58,,,,12:58,58,12:58:59,3539,True,True,True,True,0,True,True,,12:58:59,0.37774181365966797,,1,3,5
rege_ood_clean_blender_000383,clean,images/sample_00383.png,10:42,642,10:42:36,38556,36,10:45,645,10:45:36,38736,True,False,False,True,3,True,False,True,10:45:36,0.3794891834259033,,1,5,5
rege_ood_clean_blender_000384,clean,images/sample_00384.png,02:44,164,02:44:22,9862,22,09:21,45,12:45:24,2724,True,False,False,False,119,False,False,False,22:22:54,0.3788185119628906,,1,1,5
rege_ood_clean_blender_000385,clean,images/sample_00385.png,10:52,652,,,,10:54,654,10:54:51,39291,True,False,False,True,2,True,False,,10:52:52,0.3782527446746826,,1,3,5
rege_ood_clean_blender_000386,clean,images/sample_00386.png,01:03,63,01:03:46,3826,46,12:43,43,12:43:46,2626,True,False,False,False,20,False,False,True,12:43:46,0.37982916831970215,,1,2,5
rege_ood_clean_blender_000387,clean,images/sample_00387.png,12:26,26,,,,12:25,25,12:25:25,1525,True,False,True,True,1,True,False,,12:25:25,0.3812747001647949,,1,4,5
rege_ood_clean_blender_000388,clean,images/sample_00388.png,03:07,187,,,,03:06,186,03:06:00,11160,True,False,True,True,1,True,False,,The exact time shown on the analog clock is 03:06:00,0.554741382598877,,1,4,5
rege_ood_clean_blender_000389,clean,images/sample_00389.png,08:38,518,,,,08:37,517,08:37:36,31056,True,False,True,True,1,True,False,,The time shown on the analog clock is 08:37:36.,0.5536625385284424,,1,2,5
rege_ood_clean_blender_000390,clean,images/sample_00390.png,05:05,305,,,,05:03,303,05:03:00,18180,True,False,False,True,2,True,False,,05:03:00,0.4581725597381592,,1,3,5
rege_ood_clean_blender_000391,clean,images/sample_00391.png,05:21,321,05:21:14,19274,14,05:20,320,05:20:13,19213,True,False,True,True,1,True,False,False,05:19:13,0.3791947364807129,,1,3,5
rege_ood_clean_blender_000392,clean,images/sample_00392.png,10:34,634,,,,10:34,634,10:34:34,38074,True,True,True,True,0,True,True,,The exact time shown on this analog clock is 10:33:31.,0.5733664035797119,,1,3,5
rege_ood_clean_blender_000393,clean,images/sample_00393.png,02:22,142,,,,02:21,141,02:21:23,8483,True,False,True,True,1,True,False,,02:21:23,0.37845420837402344,,1,3,5
rege_ood_clean_blender_000394,clean,images/sample_00394.png,11:17,677,11:17:59,40679,59,12:17,17,12:17:00,1020,True,False,False,False,60,False,True,False,12:16:58,0.3811931610107422,,1,3,5
rege_ood_clean_blender_000395,clean,images/sample_00395.png,12:36,36,,,,12:35,35,12:35:35,2135,True,False,True,True,1,True,False,,12:35:35,0.3802635669708252,,1,2,5
rege_ood_clean_blender_000396,clean,images/sample_00396.png,03:47,227,,,,03:30,210,03:30:45,12645,True,False,False,False,17,True,False,,12:45:45,0.3792293071746826,,1,1,5
rege_ood_clean_blender_000397,clean,images/sample_00397.png,12:32,32,12:32:39,1959,39,12:33,33,12:33:39,2019,True,False,True,True,1,True,False,True,12:33:39,0.37882518768310547,,1,3,5
rege_ood_clean_blender_000398,clean,images/sample_00398.png,04:37,277,,,,05:39,339,05:39:05,20345,True,False,False,False,62,False,False,,05:39:05,0.3791837692260742,,1,4,5
rege_ood_clean_blender_000399,clean,images/sample_00399.png,06:06,366,06:06:22,21982,22,06:18,378,06:18:03,22683,True,False,False,False,12,True,False,False,06:18:03,0.37830090522766113,,1,3,5
rege_ood_clean_blender_000400,clean,images/sample_00400.png,07:02,422,07:02:33,25353,33,07:03,32,,,True,False,False,False,330,False,False,,07:03:01,0.3785817623138428,,1,2,5
rege_ood_clean_blender_000401,clean,images/sample_00401.png,04:02,242,04:02:03,14523,3,05:04,304,05:04:07,18247,True,False,False,False,62,False,False,False,05:04:07,0.37888669967651367,,1,4,5
rege_ood_clean_blender_000402,clean,images/sample_00402.png,06:21,381,,,,06:20,380,06:20:17,22817,True,False,True,True,1,True,False,,6:20:17,0.4911646842956543,,1,4,5
rege_ood_clean_blender_000403,clean,images/sample_00403.png,12:00,0,,,,12:00,0,12:00:00,0,True,True,True,True,0,True,True,,00:01:00,0.5089707374572754,,1,2,5
rege_ood_clean_blender_000404,clean,images/sample_00404.png,07:44,464,07:44:23,27863,23,07:45,465,07:45:22,27922,True,False,True,True,1,True,False,False,The exact time shown on this analog clock is 07:45:22.,0.699772834777832,,1,3,5
